Zipcode,Population,Median Age,Household Income,Per Capita Income,Poverty Count,Poverty Rate,Years Since,State,Winner
11237,53678,30.0,46351,20829.0,16454,30.65315399,7,NY,Republican
11238,53992,35.6,75757,45762.0,7416,13.7353682,7,NY,Republican
11239,12468,47.9,24610,18993.0,3846,30.84696824,7,NY,Republican
11354,58551,44.2,43660,23503.0,12228,20.88435723,7,NY,Republican
11355,82028,41.9,38451,19277.0,18777,22.89096406,7,NY,Republican
11356,24405,35.8,57849,24489.0,3079,12.61626716,7,NY,Republican
11357,39259,45.1,74255,35391.0,2137,5.443337833,7,NY,Republican
11358,37461,42.6,66173,31790.0,3696,9.866260911,7,NY,Republican
11360,19309,49.1,82982,44323.0,1213,6.282044642,7,NY,Republican
11361,29322,41.0,81846,35517.0,2279,7.772321124,7,NY,Republican
11362,18198,45.2,82827,38579.0,1297,7.12715683,7,NY,Republican
11363,7577,44.3,90443,42714.0,640,8.446614755,7,NY,Republican
11364,35068,44.7,70408,35358.0,2794,7.967377666,7,NY,Republican
11365,44617,41.5,62509,29287.0,6154,13.79294888,7,NY,Republican
11366,14042,40.5,78223,32890.0,1890,13.45962114,7,NY,Republican
11367,42663,35.4,57310,27085.0,5554,13.01830626,7,NY,Republican
11368,112982,31.6,45980,16220.0,24189,21.40960507,7,NY,Republican
11369,37823,35.9,51864,21036.0,6337,16.75435582,7,NY,Republican
11370,34445,37.2,53293,21605.0,4749,13.78719698,7,NY,Republican
11372,64109,39.3,52792,26735.0,10517,16.40487295,7,NY,Republican
11373,96616,37.6,45677,21017.0,19552,20.23681378,7,NY,Republican
11374,43158,43.9,55550,34187.0,6501,15.06325594,7,NY,Republican
11375,71159,41.6,72982,45616.0,6844,9.617897947,7,NY,Republican
11377,90883,37.3,51675,24382.0,13601,14.96539507,7,NY,Republican
11378,33270,38.3,61631,31093.0,3569,10.72738203,7,NY,Republican
11379,36082,43.3,75320,34291.0,3103,8.599855884,7,NY,Republican
11385,103372,35.3,60526,26235.0,14743,14.26208258,7,NY,Republican
11411,19300,44.0,81678,31490.0,696,3.606217617,7,NY,Republican
11412,37802,39.3,71995,26554.0,3518,9.306385906,7,NY,Republican
11413,42699,38.4,80758,29548.0,2971,6.958008384,7,NY,Republican
11414,28247,45.1,70490,35737.0,2998,10.61351648,7,NY,Republican
11415,19308,38.0,64055,37190.0,2330,12.06753677,7,NY,Republican
11416,27144,35.0,59092,20772.0,4518,16.64456233,7,NY,Republican
11417,31742,36.8,66978,24586.0,4792,15.09671728,7,NY,Republican
11418,39908,33.9,63079,22888.0,6534,16.37265711,7,NY,Republican
11419,51642,36.2,62014,21095.0,8196,15.87080283,7,NY,Republican
11420,50549,36.8,61484,22303.0,7017,13.88158025,7,NY,Republican
11421,43341,36.1,64544,24385.0,5545,12.79389031,7,NY,Republican
11422,33408,36.1,85436,29361.0,2576,7.710727969,7,NY,Republican
11423,31823,39.9,66070,26984.0,3138,9.860792509,7,NY,Republican
11426,19991,37.9,77487,29886.0,2123,10.6197789,7,NY,Republican
11427,22941,42.0,65494,31036.0,2112,9.206224663,7,NY,Republican
11428,19736,39.8,68675,23558.0,2058,10.42764491,7,NY,Republican
11429,26739,39.4,77037,25988.0,3201,11.97127791,7,NY,Republican
11430,179,42.9,-666666666,6107.0,152,84.91620112,7,NY,Republican
11432,64686,35.2,52277,22656.0,11418,17.6514238,7,NY,Republican
11433,34703,33.6,45820,19682.0,6524,18.79952742,7,NY,Republican
11434,66279,36.6,57454,24044.0,7675,11.57983675,7,NY,Republican
11435,57627,35.8,55268,24100.0,10246,17.77986014,7,NY,Republican
11436,20136,35.7,66837,24118.0,2611,12.96682559,7,NY,Republican
11501,19262,41.9,89956,40037.0,890,4.620496314,7,NY,Republican
11507,7330,48.3,110400,49932.0,230,3.137789905,7,NY,Republican
11509,2329,53.1,141667,82906.0,47,2.018033491,7,NY,Republican
11510,33734,41.2,95786,35718.0,2404,7.126341377,7,NY,Republican
11514,4543,43.5,83750,43095.0,395,8.694695135,7,NY,Republican
11516,7724,28.0,100347,36284.0,381,4.932677369,7,NY,Republican
11518,10192,43.6,91343,46467.0,213,2.089874411,7,NY,Republican
11520,43697,37.6,68945,28327.0,5754,13.16795203,7,NY,Republican
11530,28463,42.3,144479,63514.0,975,3.425499772,7,NY,Republican
11542,27676,38.6,74472,39829.0,3924,14.17834947,7,NY,Republican
11545,12694,44.4,139485,77337.0,271,2.134866866,7,NY,Republican
11547,837,43.4,116071,46623.0,31,3.703703704,7,NY,Republican
11548,2858,22.1,120057,32264.0,35,1.22463261,7,NY,Republican
11549,2920,20.3,-666666666,3484.0,0,0.0,7,NY,Republican
11550,57679,33.9,57497,22983.0,11063,19.18029092,7,NY,Republican
11552,24417,39.8,100326,37072.0,1345,5.508457222,7,NY,Republican
11553,26160,34.8,67152,22599.0,2778,10.61926606,7,NY,Republican
11554,37228,42.9,93855,39418.0,1645,4.418717095,7,NY,Republican
11556,14,62.0,-666666666,43193.0,4,28.57142857,7,NY,Republican
11557,6972,48.7,114949,63850.0,278,3.987378084,7,NY,Republican
11558,8323,44.5,87176,40036.0,731,8.782890785,7,NY,Republican
11559,8709,40.6,114816,62934.0,522,5.993799518,7,NY,Republican
11560,6354,45.1,110341,69442.0,289,4.548316021,7,NY,Republican
11561,37544,44.5,88249,51425.0,2806,7.473897294,7,NY,Republican
11563,22551,42.6,81068,40319.0,1128,5.001995477,7,NY,Republican
11565,8640,49.3,106875,47221.0,231,2.673611111,7,NY,Republican
11566,34232,43.1,133333,53262.0,1120,3.271792475,7,NY,Republican
11568,4578,23.4,170250,76365.0,98,2.140672783,7,NY,Republican
11569,1229,44.9,114844,61287.0,0,0.0,7,NY,Republican
11570,27463,41.5,106574,54722.0,1436,5.228853366,7,NY,Republican
11572,29295,44.0,103401,43101.0,1597,5.451442226,7,NY,Republican
11575,16564,33.6,75881,23944.0,1917,11.57329148,7,NY,Republican
11576,12663,47.4,157057,79029.0,566,4.469714917,7,NY,Republican
11577,12888,42.5,120650,54834.0,561,4.352886406,7,NY,Republican
11579,5128,47.8,113095,57148.0,286,5.577223089,7,NY,Republican
11580,43219,40.6,98922,34712.0,2636,6.099169347,7,NY,Republican
11581,21406,38.3,95829,39752.0,1220,5.699336635,7,NY,Republican
11590,47134,38.4,92506,36251.0,3637,7.716298214,7,NY,Republican
11596,10683,41.3,116143,50902.0,405,3.791069924,7,NY,Republican
11598,13478,34.6,130906,49293.0,836,6.202700697,7,NY,Republican
11691,64946,31.9,41190,18914.0,14548,22.40014782,7,NY,Republican
11692,19403,35.2,42333,21298.0,4368,22.51198268,7,NY,Republican
11693,12021,40.6,53829,28079.0,1992,16.57100075,7,NY,Republican
11694,21219,46.1,79145,41019.0,1364,6.42820114,7,NY,Republican
11697,3928,47.5,100909,46604.0,168,4.276985743,7,NY,Republican
11701,28139,38.4,76593,29612.0,2452,8.713884644,7,NY,Republican
11702,13906,43.9,104744,49512.0,666,4.789299583,7,NY,Republican
11703,16508,42.3,92817,36041.0,954,5.779016235,7,NY,Republican
11704,40257,40.6,81028,33275.0,2383,5.919467422,7,NY,Republican
11705,7499,43.3,95590,44068.0,389,5.187358314,7,NY,Republican
11706,67959,34.7,79928,27841.0,6397,9.413028444,7,NY,Republican
11709,6745,46.6,100078,47554.0,236,3.498888065,7,NY,Republican
11710,33525,43.0,115328,45376.0,885,2.639821029,7,NY,Republican
11713,9176,37.8,71101,32051.0,1810,19.72537053,7,NY,Republican
11714,21438,44.7,99645,39352.0,569,2.654165501,7,NY,Republican
11715,4463,44.3,113017,44490.0,145,3.248935693,7,NY,Republican
11716,9998,42.2,80068,36910.0,521,5.211042208,7,NY,Republican
11717,61568,32.7,69615,20780.0,7452,12.10369023,7,NY,Republican
11718,3092,46.5,119750,55223.0,47,1.520051746,7,NY,Republican
11719,3787,47.0,89375,42494.0,301,7.948243993,7,NY,Republican
11720,28823,37.8,94192,35421.0,1792,6.217257052,7,NY,Republican
11721,5995,46.4,108611,57866.0,191,3.185988324,7,NY,Republican
11722,35668,33.5,67222,23198.0,4902,13.74341146,7,NY,Republican
11724,3243,41.6,189000,87619.0,103,3.176071539,7,NY,Republican
11725,29444,45.2,120750,46738.0,1212,4.116288548,7,NY,Republican
11726,21688,35.7,67259,24775.0,1715,7.907598672,7,NY,Republican
11727,30282,38.3,77891,34096.0,1822,6.016775642,7,NY,Republican
11729,27311,40.4,84063,34533.0,1607,5.884076013,7,NY,Republican
11730,14168,41.2,115981,44055.0,944,6.662902315,7,NY,Republican
11731,29743,44.0,106453,42232.0,1008,3.389032714,7,NY,Republican
11732,3856,48.6,115333,62262.0,121,3.137966805,7,NY,Republican
11733,17136,45.6,143438,59054.0,370,2.159197012,7,NY,Republican
11735,33596,41.6,96455,38753.0,1586,4.720800095,7,NY,Republican
11738,17067,40.4,95129,36285.0,676,3.960860139,7,NY,Republican
11739,1119,44.7,140000,56892.0,41,3.663985702,7,NY,Republican
11740,8953,45.4,107446,47260.0,282,3.149782196,7,NY,Republican
11741,27243,42.1,98914,40628.0,701,2.573138054,7,NY,Republican
11742,13132,42.5,89000,41527.0,741,5.642704843,7,NY,Republican
11743,42531,45.7,117273,61485.0,2623,6.167266229,7,NY,Republican
11746,70005,39.5,101171,41945.0,6286,8.979358617,7,NY,Republican
11747,19061,48.6,123167,63957.0,836,4.385918892,7,NY,Republican
11749,3349,42.2,86318,30458.0,120,3.583159152,7,NY,Republican
11751,14313,42.9,94395,42893.0,786,5.491511214,7,NY,Republican
11752,9456,41.6,93179,34854.0,540,5.710659898,7,NY,Republican
11753,12015,44.8,149750,71171.0,479,3.986683313,7,NY,Republican
11754,18357,45.8,98191,45393.0,731,3.982132157,7,NY,Republican
11755,12430,40.2,100955,43190.0,976,7.851971038,7,NY,Republican
11756,42654,41.2,105708,36933.0,1443,3.383035589,7,NY,Republican
11757,44701,41.8,80677,33096.0,2771,6.198966466,7,NY,Republican
11758,54929,43.3,109123,43812.0,2498,4.547688835,7,NY,Republican
11762,22951,42.4,121469,42816.0,474,2.065269487,7,NY,Republican
11763,28654,37.9,81237,32132.0,2884,10.0649124,7,NY,Republican
11764,13030,39.8,114722,44621.0,618,4.742900998,7,NY,Republican
11765,750,50.3,171250,128575.0,39,5.2,7,NY,Republican
11766,12478,42.1,113125,47896.0,814,6.523481327,7,NY,Republican
11767,15347,42.0,117679,43555.0,611,3.981234117,7,NY,Republican
11768,21375,48.1,119806,58966.0,932,4.360233918,7,NY,Republican
11769,8686,47.5,87202,42876.0,227,2.613400875,7,NY,Republican
11770,65,55.6,-666666666,57974.0,4,6.153846154,7,NY,Republican
11771,9458,45.7,119688,76317.0,269,2.844153098,7,NY,Republican
11772,45243,39.1,68955,32692.0,5035,11.1287934,7,NY,Republican
11776,26327,40.2,94067,34482.0,1960,7.444828503,7,NY,Republican
11777,8958,46.6,104167,57071.0,480,5.358338915,7,NY,Republican
11778,12354,37.5,91545,36045.0,641,5.188602882,7,NY,Republican
11779,38084,40.2,86684,33802.0,2421,6.357000315,7,NY,Republican
11780,15609,46.5,112625,52483.0,527,3.376257287,7,NY,Republican
11782,15346,44.3,105872,46627.0,578,3.766453799,7,NY,Republican
11783,21823,43.4,112224,43049.0,565,2.589011593,7,NY,Republican
11784,26230,38.0,88319,29988.0,1617,6.164696912,7,NY,Republican
11786,6017,40.4,126129,43645.0,229,3.805883331,7,NY,Republican
11787,36040,44.5,115162,45675.0,1425,3.953940067,7,NY,Republican
11788,16007,42.9,105014,42363.0,491,3.067408009,7,NY,Republican
11789,8202,41.5,77068,35162.0,759,9.253840527,7,NY,Republican
11790,18365,25.5,123343,38571.0,895,4.87340049,7,NY,Republican
11791,25404,42.6,157267,69516.0,1036,4.078097937,7,NY,Republican
11792,8807,43.5,121153,47758.0,337,3.826501646,7,NY,Republican
11793,31642,43.4,117914,46372.0,657,2.076354213,7,NY,Republican
11794,2983,20.0,-666666666,4195.0,0,0.0,7,NY,Republican
11795,25301,43.4,112205,41972.0,1275,5.039326509,7,NY,Republican
11796,4065,45.9,92794,37616.0,128,3.148831488,7,NY,Republican
11797,8665,50.0,156467,83089.0,242,2.792844778,7,NY,Republican
11798,14242,32.7,71250,24292.0,2127,14.93470018,7,NY,Republican
11801,40713,43.7,99958,36934.0,1960,4.814187115,7,NY,Republican
11803,28231,43.8,132371,52277.0,765,2.709787113,7,NY,Republican
11804,4688,44.8,105859,49786.0,157,3.348976109,7,NY,Republican
11901,29688,42.8,55966,27878.0,3029,10.20277553,7,NY,Republican
11930,1244,51.9,94167,63818.0,48,3.8585209,7,NY,Republican
11932,914,50.4,74375,71917.0,28,3.06345733,7,NY,Republican
11933,7386,48.0,64537,37884.0,477,6.458164094,7,NY,Republican
11934,8079,39.2,97654,36682.0,343,4.245574947,7,NY,Republican
11935,3186,51.8,88373,45526.0,153,4.802259887,7,NY,Republican
11937,15757,49.9,90101,63376.0,1586,10.06536777,7,NY,Republican
11939,911,61.4,74375,49126.0,28,3.073545554,7,NY,Republican
11940,5186,42.9,97679,43051.0,240,4.627844196,7,NY,Republican
11941,2053,46.4,103802,46620.0,192,9.35216756,7,NY,Republican
11942,4501,46.1,92750,45374.0,126,2.799377916,7,NY,Republican
11944,4208,51.7,57096,37885.0,645,15.32794677,7,NY,Republican
11946,13693,44.8,76026,41434.0,1027,7.500182575,7,NY,Republican
11947,105,65.5,-666666666,41634.0,0,0.0,7,NY,Republican
11948,1191,49.2,102908,46775.0,28,2.350965575,7,NY,Republican
11949,15092,40.2,105714,38122.0,838,5.552610655,7,NY,Republican
11950,16324,35.7,72993,24568.0,2290,14.02842441,7,NY,Republican
11951,13959,37.2,64033,26450.0,2136,15.30195573,7,NY,Republican
11952,4831,49.7,89956,47363.0,166,3.436141586,7,NY,Republican
11953,13305,43.5,72252,33683.0,1639,12.31867719,7,NY,Republican
11954,3510,52.0,77632,40226.0,402,11.45299145,7,NY,Republican
11955,3294,44.7,61695,40843.0,144,4.371584699,7,NY,Republican
11956,250,56.9,61250,53498.0,21,8.4,7,NY,Republican
11957,717,65.3,73417,50119.0,22,3.068340307,7,NY,Republican
11958,531,54.8,66591,79605.0,0,0.0,7,NY,Republican
11959,815,54.0,87750,54941.0,53,6.503067485,7,NY,Republican
11960,490,61.2,68750,46833.0,20,4.081632653,7,NY,Republican
11961,12850,49.7,61721,34689.0,939,7.307392996,7,NY,Republican
11962,491,49.0,-666666666,85549.0,1,0.203665988,7,NY,Republican
11963,6710,47.4,86310,63308.0,280,4.172876304,7,NY,Republican
11964,2263,47.0,79878,55133.0,32,1.414052143,7,NY,Republican
11965,581,50.9,117917,54591.0,0,0.0,7,NY,Republican
11967,26107,35.2,82733,28781.0,2656,10.17351668,7,NY,Republican
11968,10702,50.5,81740,60901.0,856,7.998504952,7,NY,Republican
11970,111,58.3,-666666666,49295.0,0,0.0,7,NY,Republican
11971,6327,53.6,90313,54295.0,274,4.330646436,7,NY,Republican
11972,1355,40.2,106111,42388.0,138,10.18450185,7,NY,Republican
11973,41,19.9,-666666666,5402.0,0,0.0,7,NY,Republican
11975,308,55.6,68125,42962.0,73,23.7012987,7,NY,Republican
11976,2344,54.2,133056,87421.0,157,6.697952218,7,NY,Republican
11977,2148,54.3,95000,50538.0,167,7.774674115,7,NY,Republican
24901,9200,44.2,46566,29282.0,1522,16.54347826,7,WV,Democrat
24910,5408,43.2,36845,18594.0,907,16.7714497,7,WV,Democrat
24915,606,50.5,31806,25625.0,67,11.05610561,7,WV,Democrat
24916,747,45.3,51364,20047.0,120,16.06425703,7,WV,Democrat
24918,1850,43.1,49167,18903.0,239,12.91891892,7,WV,Democrat
24920,268,47.3,21319,20397.0,76,28.35820896,7,WV,Democrat
24924,362,43.5,46750,19751.0,0,0.0,7,WV,Democrat
24925,604,48.5,60112,34648.0,59,9.768211921,7,WV,Democrat
24927,190,57.4,22112,19361.0,49,25.78947368,7,WV,Democrat
24931,1341,46.6,36111,20373.0,464,34.601044,7,WV,Democrat
24934,380,53.4,32361,40392.0,66,17.36842105,7,WV,Democrat
24935,566,60.3,40400,21511.0,15,2.650176678,7,WV,Democrat
24938,1607,44.4,46694,24354.0,94,5.849408836,7,WV,Democrat
24941,1242,46.1,41250,17666.0,300,24.15458937,7,WV,Democrat
24944,479,37.7,50385,17652.0,155,32.35908142,7,WV,Democrat
24945,444,66.1,-666666666,28319.0,27,6.081081081,7,WV,Democrat
24946,1552,50.1,41758,21900.0,110,7.087628866,7,WV,Democrat
24951,1636,38.2,33920,19384.0,394,24.08312958,7,WV,Democrat
24954,3800,48.8,32963,21373.0,859,22.60526316,7,WV,Democrat
24957,266,47.4,104000,52303.0,0,0.0,7,WV,Democrat
24962,109,50.4,-666666666,15433.0,33,30.27522936,7,WV,Democrat
24963,4150,43.6,35731,20057.0,803,19.34939759,7,WV,Democrat
24966,1591,48.9,31803,17156.0,256,16.09050911,7,WV,Democrat
24970,4595,38.9,37578,25546.0,876,19.06420022,7,WV,Democrat
24974,240,58.2,40478,33177.0,18,7.5,7,WV,Democrat
24976,929,51.3,36250,24750.0,142,15.28525296,7,WV,Democrat
24977,661,52.3,42604,16592.0,242,36.61119516,7,WV,Democrat
24981,554,58.5,36453,30096.0,55,9.927797834,7,WV,Democrat
24983,2038,53.0,33716,22317.0,201,9.862610402,7,WV,Democrat
24986,5515,47.3,38716,19572.0,1021,18.51314597,7,WV,Democrat
24991,693,43.9,56875,25028.0,44,6.349206349,7,WV,Democrat
25003,2816,35.8,35878,22871.0,376,13.35227273,7,WV,Democrat
25005,101,57.8,-666666666,12750.0,60,59.40594059,7,WV,Democrat
25009,1277,41.6,56103,18582.0,246,19.26389977,7,WV,Democrat
25011,1250,34.5,70087,22820.0,70,5.6,7,WV,Democrat
25015,4500,46.3,42254,21744.0,521,11.57777778,7,WV,Democrat
25019,619,40.9,26618,13798.0,186,30.04846527,7,WV,Democrat
25021,324,31.3,17757,11647.0,224,69.13580247,7,WV,Democrat
25024,533,34.8,35385,18416.0,160,30.01876173,7,WV,Democrat
25030,354,62.6,45109,16451.0,129,36.44067797,7,WV,Democrat
25031,974,34.1,43988,20004.0,117,12.01232033,7,WV,Democrat
25033,1951,41.2,43869,20896.0,228,11.68631471,7,WV,Democrat
25035,1082,44.1,24362,14888.0,262,24.21441774,7,WV,Democrat
25036,593,45.0,39861,19640.0,49,8.26306914,7,WV,Democrat
25039,1016,44.5,43454,19541.0,209,20.57086614,7,WV,Democrat
25040,566,39.1,45139,20444.0,0,0.0,7,WV,Democrat
25043,1452,37.8,27317,16571.0,340,23.41597796,7,WV,Democrat
25044,261,53.0,35341,10962.0,88,33.7164751,7,WV,Democrat
25045,5064,42.4,39730,20379.0,815,16.09399684,7,WV,Democrat
25047,276,36.2,20000,8090.0,117,42.39130435,7,WV,Democrat
25048,61,54.9,-666666666,10151.0,21,34.42622951,7,WV,Democrat
25049,529,28.8,40962,17473.0,44,8.31758034,7,WV,Democrat
25053,4555,38.4,35072,17619.0,1423,31.24039517,7,WV,Democrat
25054,533,46.6,41688,14934.0,137,25.70356473,7,WV,Democrat
25059,629,49.0,43750,22152.0,54,8.585055644,7,WV,Democrat
25062,150,63.6,33203,18477.0,29,19.33333333,7,WV,Democrat
25063,1663,51.6,30098,19477.0,290,17.4383644,7,WV,Democrat
25064,9359,42.4,42469,24828.0,1512,16.15557218,7,WV,Democrat
25067,938,43.6,56667,23561.0,108,11.51385928,7,WV,Democrat
25070,1669,39.4,47019,24809.0,83,4.973037747,7,WV,Democrat
25071,12347,45.7,48708,26064.0,1390,11.25779542,7,WV,Democrat
25075,631,51.0,39342,20071.0,135,21.39461173,7,WV,Democrat
25076,368,56.0,20125,13599.0,138,37.5,7,WV,Democrat
25081,1043,42.0,91250,39146.0,131,12.5599233,7,WV,Democrat
25082,1816,31.6,39940,18618.0,490,26.98237885,7,WV,Democrat
25083,929,42.5,41188,16406.0,293,31.53928956,7,WV,Democrat
25085,998,44.7,41917,16793.0,223,22.34468938,7,WV,Democrat
25086,748,52.7,43864,20166.0,111,14.83957219,7,WV,Democrat
25088,135,54.8,13152,11475.0,55,40.74074074,7,WV,Democrat
25090,143,58.8,33365,22127.0,0,0.0,7,WV,Democrat
25102,233,32.6,32708,16539.0,51,21.88841202,7,WV,Democrat
25103,193,20.6,-666666666,11135.0,15,7.772020725,7,WV,Democrat
25106,399,48.3,21625,12835.0,112,28.07017544,7,WV,Democrat
25107,379,56.0,49750,27521.0,80,21.10817942,7,WV,Democrat
25108,549,54.7,56429,28974.0,42,7.650273224,7,WV,Democrat
25109,458,40.9,-666666666,30094.0,107,23.36244541,7,WV,Democrat
25110,379,53.2,50035,27901.0,44,11.60949868,7,WV,Democrat
25111,515,47.5,34375,22223.0,63,12.23300971,7,WV,Democrat
25112,141,19.9,-666666666,4094.0,0,0.0,7,WV,Democrat
25113,800,50.2,49700,26394.0,31,3.875,7,WV,Democrat
25114,612,38.9,-666666666,16741.0,290,47.38562092,7,WV,Democrat
25115,125,39.1,24167,11401.0,45,36.0,7,WV,Democrat
25118,775,45.9,39115,21703.0,37,4.774193548,7,WV,Democrat
25119,353,34.4,41875,12836.0,73,20.67988669,7,WV,Democrat
25121,742,43.1,26921,13188.0,100,13.47708895,7,WV,Democrat
25123,3359,46.5,40972,22022.0,496,14.76629949,7,WV,Democrat
25124,1548,46.1,53095,25872.0,136,8.785529716,7,WV,Democrat
25125,866,50.4,35739,16336.0,126,14.54965358,7,WV,Democrat
25126,47,49.9,69063,44796.0,0,0.0,7,WV,Democrat
25130,3386,45.0,38981,25368.0,674,19.90549321,7,WV,Democrat
25132,195,14.9,36458,9100.0,117,60.0,7,WV,Democrat
25133,1165,33.2,20250,13347.0,483,41.45922747,7,WV,Democrat
25134,505,43.6,52054,24940.0,0,0.0,7,WV,Democrat
25136,1905,30.7,23813,18553.0,372,19.52755906,7,WV,Democrat
25139,398,49.3,39971,30249.0,111,27.88944724,7,WV,Democrat
25140,1488,38.7,27717,12668.0,424,28.49462366,7,WV,Democrat
25141,239,53.0,21094,9970.0,123,51.46443515,7,WV,Democrat
25143,8055,45.3,47733,28900.0,908,11.27250155,7,WV,Democrat
25148,451,39.6,37813,12190.0,136,30.15521064,7,WV,Democrat
25152,302,57.5,29917,21845.0,59,19.53642384,7,WV,Democrat
25154,610,40.0,22420,17534.0,263,43.1147541,7,WV,Democrat
25156,71,66.6,16458,10013.0,25,35.21126761,7,WV,Democrat
25159,5581,39.8,50640,21428.0,1193,21.37609747,7,WV,Democrat
25160,143,35.1,-666666666,8567.0,25,17.48251748,7,WV,Democrat
25161,327,40.3,59554,19762.0,0,0.0,7,WV,Democrat
25162,462,42.6,57500,26815.0,55,11.9047619,7,WV,Democrat
25164,1102,47.1,36125,15966.0,235,21.32486388,7,WV,Democrat
25165,500,46.7,45982,25874.0,79,15.8,7,WV,Democrat
25168,2220,39.8,43352,21406.0,213,9.594594595,7,WV,Democrat
25173,362,51.9,28438,12101.0,137,37.84530387,7,WV,Democrat
25174,613,28.5,51719,22695.0,49,7.993474715,7,WV,Democrat
25177,24171,43.4,46121,24979.0,4139,17.12382607,7,WV,Democrat
25181,1334,47.8,32208,19519.0,436,32.68365817,7,WV,Democrat
25185,956,39.2,-666666666,5036.0,0,0.0,7,WV,Democrat
25186,968,41.2,33750,18391.0,247,25.51652893,7,WV,Democrat
25187,841,52.2,67552,25217.0,51,6.064209275,7,WV,Democrat
25193,395,39.2,40833,24896.0,94,23.79746835,7,WV,Democrat
25202,1224,38.8,45150,24773.0,226,18.46405229,7,WV,Democrat
25205,533,66.3,30216,20018.0,17,3.189493433,7,WV,Democrat
25206,373,58.4,40982,23939.0,60,16.08579088,7,WV,Democrat
25208,998,39.2,45774,19314.0,140,14.02805611,7,WV,Democrat
25209,1386,46.3,27112,22310.0,285,20.56277056,7,WV,Democrat
25213,6045,43.2,59172,35400.0,549,9.081885856,7,WV,Democrat
25214,671,21.2,-666666666,13951.0,339,50.52160954,7,WV,Democrat
25234,1359,41.2,53224,23710.0,88,6.475349522,7,WV,Democrat
25235,868,42.9,33375,19432.0,156,17.97235023,7,WV,Democrat
25239,1802,44.6,39785,20818.0,344,19.08990011,7,WV,Democrat
25241,2092,35.1,69145,23839.0,43,2.055449331,7,WV,Democrat
25243,676,52.4,29913,19610.0,115,17.01183432,7,WV,Democrat
25244,753,46.0,42159,16219.0,76,10.09296149,7,WV,Democrat
25245,352,58.3,46136,26284.0,44,12.5,7,WV,Democrat
25247,568,42.1,35156,17420.0,132,23.23943662,7,WV,Democrat
25248,2787,43.7,42563,26157.0,209,7.499102978,7,WV,Democrat
25251,599,36.3,33804,17026.0,179,29.88313856,7,WV,Democrat
25252,1318,47.7,63989,31386.0,25,1.896813354,7,WV,Democrat
25253,2281,42.5,40982,22599.0,403,17.66768961,7,WV,Democrat
25259,505,47.7,45313,22397.0,94,18.61386139,7,WV,Democrat
25260,1419,46.7,33472,17441.0,435,30.65539112,7,WV,Democrat
25261,327,58.2,28456,14532.0,90,27.52293578,7,WV,Democrat
25262,984,42.9,65724,31020.0,23,2.337398374,7,WV,Democrat
25264,341,29.1,24526,11465.0,10,2.93255132,7,WV,Democrat
25265,1355,48.2,35426,21651.0,356,26.27306273,7,WV,Democrat
25266,807,42.3,35435,18312.0,268,33.2094176,7,WV,Democrat
25267,643,38.7,32941,19489.0,185,28.77138414,7,WV,Democrat
25268,872,53.2,40529,17610.0,135,15.48165138,7,WV,Democrat
25270,1091,35.9,42500,18287.0,137,12.55728689,7,WV,Democrat
25271,9732,42.2,39103,23452.0,1468,15.08425812,7,WV,Democrat
25275,1797,49.6,42800,19783.0,312,17.36227045,7,WV,Democrat
25276,7904,45.1,31008,17700.0,1546,19.5597166,7,WV,Democrat
25285,635,45.7,59375,20912.0,15,2.362204724,7,WV,Democrat
25286,1562,42.7,41641,18979.0,283,18.1177977,7,WV,Democrat
25287,1297,37.7,27500,15333.0,78,6.01387818,7,WV,Democrat
25301,2472,44.9,25035,32636.0,793,32.07928803,7,WV,Democrat
25302,14229,43.0,45150,26085.0,2325,16.33986928,7,WV,Democrat
25303,7413,41.4,51636,30038.0,621,8.377175233,7,WV,Democrat
25304,8321,42.9,53125,37971.0,1072,12.88306694,7,WV,Democrat
25306,6512,42.3,42575,22565.0,1037,15.92444717,7,WV,Democrat
25309,13561,43.7,43656,29230.0,1992,14.68918221,7,WV,Democrat
25311,10456,42.3,41130,31352.0,2280,21.80566182,7,WV,Democrat
25312,15253,40.4,38235,21333.0,3099,20.31731463,7,WV,Democrat
25313,12295,35.7,59641,31386.0,1304,10.60593737,7,WV,Democrat
25314,15716,44.1,78945,46985.0,2094,13.32400102,7,WV,Democrat
25315,3175,45.9,36941,19600.0,652,20.53543307,7,WV,Democrat
25320,6387,44.1,42845,23236.0,967,15.14012839,7,WV,Democrat
25401,13934,33.9,34793,20041.0,4257,30.5511698,7,WV,Democrat
25403,13432,38.2,71438,32084.0,917,6.826980345,7,WV,Democrat
25404,22602,36.1,52270,24751.0,2877,12.72896204,7,WV,Democrat
25405,13363,38.4,58393,26988.0,1489,11.14270748,7,WV,Democrat
25411,12386,46.9,43506,24227.0,1461,11.79557565,7,WV,Democrat
25413,8346,41.3,68723,27650.0,643,7.70428948,7,WV,Democrat
25414,17562,40.7,77628,35520.0,1778,10.12413165,7,WV,Democrat
25419,10198,40.5,68648,29699.0,1326,13.00254952,7,WV,Democrat
25420,3685,43.9,68068,29624.0,231,6.268656716,7,WV,Democrat
25422,2081,49.9,29772,25802.0,226,10.86016338,7,WV,Democrat
25425,13160,42.3,71933,32647.0,1046,7.948328267,7,WV,Democrat
25427,12812,45.1,60240,29756.0,847,6.610989697,7,WV,Democrat
25428,12558,37.0,58989,25327.0,1811,14.42108616,7,WV,Democrat
